Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Gears,Ground_Clearance,Odometer,Speedometer,Seating_Capacity,Transmission,ABS_(Anti-lock_Braking_System),EBD_(Electronic_Brake-force_Distribution),Number_of_Airbags
Tata,Bolt,Xms Petrol,"Rs. 6,14,515",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent Prime,Cng T + (Cng +,"Rs. 5,56,130",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,,
Hyundai,Xcent Prime,T,"Rs. 5,36,859",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,,,
Hyundai,Xcent Prime,T+,"Rs. 5,56,130",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,,
Hyundai,Xcent Prime,Cng T (Cng +,"Rs. 5,36,859",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,,
Hyundai,Xcent Prime,T+ Crdi,"Rs. 6,39,616",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,,,2
Hyundai,Xcent Prime,T Crdi,"Rs. 6,20,297",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,,,2
Maruti Suzuki,Dzire Tour,Ldi,"Rs. 6,53,523",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Diesel,1555 mm,3995 mm,1695 mm,Sedan,4,,170 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Dzire Tour,Lxi,"Rs. 5,53,423",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1555 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Dzire Tour,Lxi Cng,"Rs. 5,98,940",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,CNG,1555 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,,,
Hyundai,Elite I20,Era 1.2,"Rs. 5,59,693",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3995 mm,1710 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Era 1.4 Crdi,"Rs. 6,97,803",1396 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Magna Plus,"Rs. 6,34,950",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Magna Plus Crdi,"Rs. 7,70,803",1396 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Sportz Plus,"Rs. 7,21,693",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",1396 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Asta (O) 1.2,"Rs. 8,08,993",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3995 mm,1734 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,,6
Hyundai,Elite I20,Asta (O) Crdi,"Rs. 9,34,003",1396 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,6,170 mm,Digital,Analog,5,Manual,Yes,,6
Hyundai,Elite I20,Asta (O) Cvt,"Rs. 9,20,993",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Automatic,Yes,,2
Hyundai,Elite I20,Sportz Plus Dual Tone,"Rs. 7,51,693",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Sportz Plus Cvt,"Rs. 8,31,693",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Elite I20,Sportz Plus Crdi,"Rs. 8,46,103",1396 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Aura,E 1.2 Petrol,"Rs. 5,79,900",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,,5,Manual,Yes,Yes,2
Hyundai,Aura,S 1.2 Petrol,"Rs. 6,55,900",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,,5,Manual,Yes,Yes,2
Hyundai,Aura,S 1.2 Amt Petrol,"Rs. 7,05,800",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,,5,Automatic,Yes,Yes,2
Hyundai,Aura,Sx 1.2 Petrol,"Rs. 7,29,900",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,Digital,5,Manual,Yes,Yes,2
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,"Rs. 8,04,800",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,Digital,5,Automatic,Yes,Yes,2
Hyundai,Aura,Sx (O) 1.2 Petrol,"Rs. 7,85,900",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,Digital,5,Manual,Yes,Yes,2
Hyundai,Aura,S 1.2 Cng Petrol (Cng +,"Rs. 7,28,900",1197 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,CNG + Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,,5,Manual,Yes,Yes,2
Hyundai,Aura,Sx Plus 1.0 Petrol,"Rs. 8,54,900",998 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,Digital,5,Manual,Yes,Yes,2
Hyundai,Aura,S 1.2 Diesel,"Rs. 7,73,800",1186 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,,5,Manual,Yes,Yes,2
Hyundai,Aura,S 1.2 Amt Diesel,"Rs. 8,23,700",1186 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,,5,Automatic,Yes,Yes,2
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,"Rs. 9,22,700",1186 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,Digital,5,Automatic,Yes,Yes,2
Hyundai,Aura,Sx (O) 1.2 Diesel,"Rs. 9,03,800",1186 cc,,,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,5,,Digital,Digital,5,Manual,Yes,Yes,2
Volkswagen,Polo,Trendline 1.0L (P),"Rs. 5,82,000",999 cc,3,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,2
Volkswagen,Polo,Comfortline 1.0 (P),"Rs. 6,76,500",999 cc,3,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Volkswagen,Polo,Highline Plus 1.0 (P),"Rs. 7,76,500",999 cc,3,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Volkswagen,Polo,Trendline 1.5L (D),"Rs. 7,34,500",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,2
Volkswagen,Polo,Comfortline 1.5 (D),"Rs. 8,51,500",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Volkswagen,Polo,Highline Plus 1.5 (D),"Rs. 9,31,500",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Volkswagen,Polo,Gt Tsi,"Rs. 9,76,000",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,7,165 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Volkswagen,Polo,Gt Tdi,"Rs. 9,88,500",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Dzire,Lxi,"Rs. 5,82,613",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Vxi,"Rs. 6,73,112",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Ldi,"Rs. 6,66,622",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Zxi,"Rs. 7,32,113",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Vdi,"Rs. 7,57,622",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Vxi Amt,"Rs. 7,20,112",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,4,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Dzire,Zdi Amt,"Rs. 8,63,122",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Dzire,Zdi,"Rs. 8,16,622",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Zxi Plus,"Rs. 8,21,613",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Zxi At,"Rs. 7,79,113",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Dzire,Zxi Plus Amt,"Rs. 8,68,613",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Dzire,Vdi Amt,"Rs. 8,04,622",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Dzire,Zdi Plus Amt,"Rs. 9,52,622",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Ford,Freestyle,1.5L Tdci Ambiente,"Rs. 6,76,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1570 mm,3954 mm,1737 mm,Crossover,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Freestyle,1.5L Tdci Titanium,"Rs. 7,90,900",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1570 mm,3954 mm,1737 mm,Hatchback,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Freestyle,1.5L Tdci Titanium Plus,"Rs. 8,36,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1570 mm,3954 mm,1737 mm,Hatchback,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,6
Ford,Freestyle,1.2L Ti-Vct Ambiente,"Rs. 5,91,400",1194 cc,3,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1570 mm,3954 mm,1737 mm,Hatchback,5,5,190 mm,Digital,Analog,5,Manual,,,2
Ford,Freestyle,1.2L Ti-Vct Titanium,"Rs. 7,21,400",1194 cc,3,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1570 mm,3954 mm,1737 mm,Hatchback,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Freestyle,1.2L Ti-Vct Titanium Plus,"Rs. 7,56,400",1194 cc,3,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1570 mm,3954 mm,1737 mm,Hatchback,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,6
Ford,Freestyle,1.2L Ti-Vct Trend Plus,"Rs. 6,81,400",1194 cc,3,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1570 mm,3954 mm,1737 mm,Crossover,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Freestyle,1.5L Tdci Trend Plus,"Rs. 7,45,900",1498 cc,3,4,FWD (Front Wheel Drive),BS IV,42 litres,Diesel,1570 mm,3954 mm,1737 mm,Crossover,5,5,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Volkswagen,Ameo,Trendline 1.5L Tdi,"Rs. 7,11,500",1498 cc,,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,,165 mm,Digital,Analog,5,Manual,Yes,,2
Volkswagen,Ameo,Comfortline 1.5L Tdi,"Rs. 8,10,500",1498 cc,,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,,165 mm,Analog,Digital,5,Manual,Yes,,2
Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,"Rs. 9,99,900",1498 cc,,,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,7,165 mm,Analog,Digital,5,Automatic,Yes,Yes,2
Volkswagen,Ameo,Highline Plus 1.5L Tdi,"Rs. 9,25,500",1498 cc,,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,,165 mm,Analog,Digital,5,Manual,Yes,,2
Volkswagen,Ameo,Trendline 1.0L,"Rs. 5,94,000",999 cc,3,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1483 mm,3995 mm,1682 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Volkswagen,Ameo,Comfortline 1.0L,"Rs. 6,65,000",999 cc,3,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1483 mm,3995 mm,1682 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Volkswagen,Ameo,Highline Plus 1.0L,"Rs. 7,99,900",999 cc,3,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1483 mm,3995 mm,1682 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Volkswagen,Ameo,Gt Line Tdi Dsg,"Rs. 9,99,900",1498 cc,,,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,7,165 mm,Analog,Digital,5,Automatic,Yes,Yes,2
Ford,Aspire,1.2 Ti-Vct Ambiente,"Rs. 5,98,500",1194 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.2 Ti-Vct Trend Plus,"Rs. 6,97,400",1194 cc,4,,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.2 Ti-Vct Trend,"Rs. 6,63,400",1194 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.5 Tdci Ambiente,"Rs. 6,99,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.5 Tdci Trend,"Rs. 7,37,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.5 Tdci Trend Plus,"Rs. 7,77,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1525 mm,3995 mm,1705 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.5 Tdci Titanium,"Rs. 8,17,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.5 Tdci Titanium Plus,"Rs. 8,62,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,6
Ford,Aspire,1.2 Ti-Vct Titanium Plus,"Rs. 7,82,400",1194 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,6
Ford,Aspire,1.2 Ti-Vct Titanium,"Rs. 7,37,400",1194 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.2 Trend Plus Cng,"Rs. 7,58,314",1194 cc,4,,FWD (Front Wheel Drive),BS IV,42 litres,CNG,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.2 Ti-Vct Blu,"Rs. 7,62,400",1194 cc,4,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Ford,Aspire,1.5 Tdci Blu,"Rs. 8,42,400",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,5,,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,G,"Rs. 6,27,100",1496 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,V,"Rs. 7,18,600",1496 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Gd,"Rs. 7,34,700",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Vd,"Rs. 8,28,600",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Vxd,"Rs. 8,88,400",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Vx,"Rs. 7,78,400",1496 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Gx,"Rs. 6,89,600",1496 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Gxd,"Rs. 7,99,600",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Vxd Limited Edition,"Rs. 9,13,400",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Platinum Etios,Vx Limited Edition,"Rs. 8,03,400",1496 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Cross,V,"Rs. 8,02,000",1496 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,5,174 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Cross,G,"Rs. 6,50,000",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,5,174 mm,Digital,Analog,5,Manual,,,2
Toyota,Etios Cross,Vd,"Rs. 7,97,500",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,5,174 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Cross,Gd,"Rs. 7,66,000",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,5,174 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Cross,1.2 X Edition,"Rs. 6,68,500",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,5,174 mm,Digital,Analog,5,Manual,,,2
Toyota,Etios Cross,1.4 X Edition,"Rs. 8,16,000",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,5,174 mm,Digital,Analog,5,Manual,Yes,Yes,2
Mahindra,Verito Vibe,D2,"Rs. 6,57,628",1461 cc,4,2,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5,5,172 mm,Digital,Analog,5,Manual,,,
Mahindra,Verito Vibe,D4,"Rs. 6,85,729",1461 cc,4,2,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5,5,172 mm,Digital,Analog,5,Manual,,,
Mahindra,Verito Vibe,D6,"Rs. 7,50,428",1461 cc,4,2,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5,5,172 mm,Digital,Analog,5,Manual,Yes,Yes,1
Fiat,Urban Cross,1.3 Multijet Active,"Rs. 6,77,618",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,5,,205 mm,Digital,Analog,5,Manual,Yes,Yes,
Fiat,Urban Cross,1.3 Multijet Dynamic,"Rs. 7,39,074",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,5,,,Digital,Analog,5,Manual,Yes,Yes,
Fiat,Urban Cross,1.4 T-Jet Emotion,"Rs. 9,77,516",1368 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1542 mm,3989 mm,1706 mm,Crossover,5,,205 mm,Digital,Analog,5,Manual,Yes,Yes,2
Fiat,Urban Cross,1.3 Multijet Emotion,"Rs. 8,10,211",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,5,,205 mm,Digital,Analog,5,Manual,Yes,Yes,2
